X1,Name,judge_country,number,segment,skater,skater_country,TSS
225,Elena FOMINA,RUS,9,2017 Grand Prix Final Ice Dance Free,Shibutani/Shibutani,USA,109.7
21,Laimute KRAUZIENE,LTU,1,2017 Grand Prix USA Ice Dance Short,Shibutani/Shibutani,USA,79.2
132,Jodi ABBOTT,CAN,2,2017 Grand Prix USA Ice Dance Short,Shibutani/Shibutani,USA,80.1
345,Marta OLOZAGARRE,ESP,3,2017 Grand Prix USA Ice Dance Short,Shibutani/Shibutani,USA,81
56,Isabella MICHELI,ITA,4,2017 Grand Prix USA Ice Dance Short,Shibutani/Shibutani,USA,80.9
260,Julia ANDREEVA,RUS,5,2017 Grand Prix USA Ice Dance Short,Shibutani/Shibutani,USA,78.2
197,Alexei BELETSKI,ISR,6,2017 Grand Prix USA Ice Dance Short,Shibutani/Shibutani,USA,78
305,Sharon ROGERS,USA,7,2017 Grand Prix USA Ice Dance Short,Shibutani/Shibutani,USA,80.5
239,Akiko KOBAYASHI,JPN,8,2017 Grand Prix USA Ice Dance Short,Shibutani/Shibutani,USA,77.4
399,Weiguang CHEN,CHN,9,2017 Grand Prix USA Ice Dance Short,Shibutani/Shibutani,USA,78.2
21,Laimute KRAUZIENE,LTU,1,2017 Grand Prix USA Ice Dance Short,Cappellini/Lanotte,ITA,73.8
132,Jodi ABBOTT,CAN,2,2017 Grand Prix USA Ice Dance Short,Cappellini/Lanotte,ITA,73.9
345,Marta OLOZAGARRE,ESP,3,2017 Grand Prix USA Ice Dance Short,Cappellini/Lanotte,ITA,72.9
56,Isabella MICHELI,ITA,4,2017 Grand Prix USA Ice Dance Short,Cappellini/Lanotte,ITA,74
260,Julia ANDREEVA,RUS,5,2017 Grand Prix USA Ice Dance Short,Cappellini/Lanotte,ITA,71.8
197,Alexei BELETSKI,ISR,6,2017 Grand Prix USA Ice Dance Short,Cappellini/Lanotte,ITA,70.8
305,Sharon ROGERS,USA,7,2017 Grand Prix USA Ice Dance Short,Cappellini/Lanotte,ITA,71.6
239,Akiko KOBAYASHI,JPN,8,2017 Grand Prix USA Ice Dance Short,Cappellini/Lanotte,ITA,73
399,Weiguang CHEN,CHN,9,2017 Grand Prix USA Ice Dance Short,Cappellini/Lanotte,ITA,71.6
21,Laimute KRAUZIENE,LTU,1,2017 Grand Prix USA Ice Dance Short,Sinitsina/Katsalapov,RUS,71
132,Jodi ABBOTT,CAN,2,2017 Grand Prix USA Ice Dance Short,Sinitsina/Katsalapov,RUS,67.8
345,Marta OLOZAGARRE,ESP,3,2017 Grand Prix USA Ice Dance Short,Sinitsina/Katsalapov,RUS,66.1
56,Isabella MICHELI,ITA,4,2017 Grand Prix USA Ice Dance Short,Sinitsina/Katsalapov,RUS,64.8
260,Julia ANDREEVA,RUS,5,2017 Grand Prix USA Ice Dance Short,Sinitsina/Katsalapov,RUS,72
197,Alexei BELETSKI,ISR,6,2017 Grand Prix USA Ice Dance Short,Sinitsina/Katsalapov,RUS,72.6
305,Sharon ROGERS,USA,7,2017 Grand Prix USA Ice Dance Short,Sinitsina/Katsalapov,RUS,68.5
239,Akiko KOBAYASHI,JPN,8,2017 Grand Prix USA Ice Dance Short,Sinitsina/Katsalapov,RUS,68.4
399,Weiguang CHEN,CHN,9,2017 Grand Prix USA Ice Dance Short,Sinitsina/Katsalapov,RUS,67.9
21,Laimute KRAUZIENE,LTU,1,2017 Grand Prix USA Ice Dance Short,Zagorski/Guerreiro,RUS,63.9
132,Jodi ABBOTT,CAN,2,2017 Grand Prix USA Ice Dance Short,Zagorski/Guerreiro,RUS,61.2
345,Marta OLOZAGARRE,ESP,3,2017 Grand Prix USA Ice Dance Short,Zagorski/Guerreiro,RUS,63.6
56,Isabella MICHELI,ITA,4,2017 Grand Prix USA Ice Dance Short,Zagorski/Guerreiro,RUS,62.4
260,Julia ANDREEVA,RUS,5,2017 Grand Prix USA Ice Dance Short,Zagorski/Guerreiro,RUS,66.6
197,Alexei BELETSKI,ISR,6,2017 Grand Prix USA Ice Dance Short,Zagorski/Guerreiro,RUS,66.3
305,Sharon ROGERS,USA,7,2017 Grand Prix USA Ice Dance Short,Zagorski/Guerreiro,RUS,62.8
239,Akiko KOBAYASHI,JPN,8,2017 Grand Prix USA Ice Dance Short,Zagorski/Guerreiro,RUS,65.4
399,Weiguang CHEN,CHN,9,2017 Grand Prix USA Ice Dance Short,Zagorski/Guerreiro,RUS,64.1
21,Laimute KRAUZIENE,LTU,1,2017 Grand Prix USA Ice Dance Short,Gilles/Poirier,CAN,63.8
132,Jodi ABBOTT,CAN,2,2017 Grand Prix USA Ice Dance Short,Gilles/Poirier,CAN,63.5
345,Marta OLOZAGARRE,ESP,3,2017 Grand Prix USA Ice Dance Short,Gilles/Poirier,CAN,67.3
56,Isabella MICHELI,ITA,4,2017 Grand Prix USA Ice Dance Short,Gilles/Poirier,CAN,61.9
260,Julia ANDREEVA,RUS,5,2017 Grand Prix USA Ice Dance Short,Gilles/Poirier,CAN,65.3
197,Alexei BELETSKI,ISR,6,2017 Grand Prix USA Ice Dance Short,Gilles/Poirier,CAN,66.1
305,Sharon ROGERS,USA,7,2017 Grand Prix USA Ice Dance Short,Gilles/Poirier,CAN,61.5
239,Akiko KOBAYASHI,JPN,8,2017 Grand Prix USA Ice Dance Short,Gilles/Poirier,CAN,62.6
399,Weiguang CHEN,CHN,9,2017 Grand Prix USA Ice Dance Short,Gilles/Poirier,CAN,63.5
21,Laimute KRAUZIENE,LTU,1,2017 Grand Prix USA Ice Dance Short,Muramoto/Reed,JPN,61.6
132,Jodi ABBOTT,CAN,2,2017 Grand Prix USA Ice Dance Short,Muramoto/Reed,JPN,58.9
345,Marta OLOZAGARRE,ESP,3,2017 Grand Prix USA Ice Dance Short,Muramoto/Reed,JPN,63.7
56,Isabella MICHELI,ITA,4,2017 Grand Prix USA Ice Dance Short,Muramoto/Reed,JPN,63.7
260,Julia ANDREEVA,RUS,5,2017 Grand Prix USA Ice Dance Short,Muramoto/Reed,JPN,63.5
197,Alexei BELETSKI,ISR,6,2017 Grand Prix USA Ice Dance Short,Muramoto/Reed,JPN,63.5
305,Sharon ROGERS,USA,7,2017 Grand Prix USA Ice Dance Short,Muramoto/Reed,JPN,61.8
239,Akiko KOBAYASHI,JPN,8,2017 Grand Prix USA Ice Dance Short,Muramoto/Reed,JPN,62.8
399,Weiguang CHEN,CHN,9,2017 Grand Prix USA Ice Dance Short,Muramoto/Reed,JPN,60.4
21,Laimute KRAUZIENE,LTU,1,2017 Grand Prix USA Ice Dance Short,Hawayek/Baker,USA,59.2
132,Jodi ABBOTT,CAN,2,2017 Grand Prix USA Ice Dance Short,Hawayek/Baker,USA,63
345,Marta OLOZAGARRE,ESP,3,2017 Grand Prix USA Ice Dance Short,Hawayek/Baker,USA,62.7
56,Isabella MICHELI,ITA,4,2017 Grand Prix USA Ice Dance Short,Hawayek/Baker,USA,63.6
260,Julia ANDREEVA,RUS,5,2017 Grand Prix USA Ice Dance Short,Hawayek/Baker,USA,61.8
197,Alexei BELETSKI,ISR,6,2017 Grand Prix USA Ice Dance Short,Hawayek/Baker,USA,62.6
305,Sharon ROGERS,USA,7,2017 Grand Prix USA Ice Dance Short,Hawayek/Baker,USA,64.3
239,Akiko KOBAYASHI,JPN,8,2017 Grand Prix USA Ice Dance Short,Hawayek/Baker,USA,60.8
399,Weiguang CHEN,CHN,9,2017 Grand Prix USA Ice Dance Short,Hawayek/Baker,USA,63.6
21,Laimute KRAUZIENE,LTU,1,2017 Grand Prix USA Ice Dance Short,Parsons/Parsons,USA,55.6
132,Jodi ABBOTT,CAN,2,2017 Grand Prix USA Ice Dance Short,Parsons/Parsons,USA,57.8
345,Marta OLOZAGARRE,ESP,3,2017 Grand Prix USA Ice Dance Short,Parsons/Parsons,USA,58.5
56,Isabella MICHELI,ITA,4,2017 Grand Prix USA Ice Dance Short,Parsons/Parsons,USA,50.1
260,Julia ANDREEVA,RUS,5,2017 Grand Prix USA Ice Dance Short,Parsons/Parsons,USA,59.3
197,Alexei BELETSKI,ISR,6,2017 Grand Prix USA Ice Dance Short,Parsons/Parsons,USA,63.5
305,Sharon ROGERS,USA,7,2017 Grand Prix USA Ice Dance Short,Parsons/Parsons,USA,57.6
239,Akiko KOBAYASHI,JPN,8,2017 Grand Prix USA Ice Dance Short,Parsons/Parsons,USA,60.2
399,Weiguang CHEN,CHN,9,2017 Grand Prix USA Ice Dance Short,Parsons/Parsons,USA,59.4
21,Laimute KRAUZIENE,LTU,1,2017 Grand Prix USA Ice Dance Short,Wang/Liu,CHN,55.6
132,Jodi ABBOTT,CAN,2,2017 Grand Prix USA Ice Dance Short,Wang/Liu,CHN,52.7
345,Marta OLOZAGARRE,ESP,3,2017 Grand Prix USA Ice Dance Short,Wang/Liu,CHN,56.6
56,Isabella MICHELI,ITA,4,2017 Grand Prix USA Ice Dance Short,Wang/Liu,CHN,50.3
260,Julia ANDREEVA,RUS,5,2017 Grand Prix USA Ice Dance Short,Wang/Liu,CHN,57.8
197,Alexei BELETSKI,ISR,6,2017 Grand Prix USA Ice Dance Short,Wang/Liu,CHN,57.4
305,Sharon ROGERS,USA,7,2017 Grand Prix USA Ice Dance Short,Wang/Liu,CHN,53.9
239,Akiko KOBAYASHI,JPN,8,2017 Grand Prix USA Ice Dance Short,Wang/Liu,CHN,52.9
399,Weiguang CHEN,CHN,9,2017 Grand Prix USA Ice Dance Short,Wang/Liu,CHN,59.4
21,Laimute KRAUZIENE,LTU,1,2017 Grand Prix USA Ice Dance Free,Shibutani/Shibutani,USA,115.4
132,Jodi ABBOTT,CAN,2,2017 Grand Prix USA Ice Dance Free,Shibutani/Shibutani,USA,116.8
345,Marta OLOZAGARRE,ESP,3,2017 Grand Prix USA Ice Dance Free,Shibutani/Shibutani,USA,116
56,Isabella MICHELI,ITA,4,2017 Grand Prix USA Ice Dance Free,Shibutani/Shibutani,USA,117.1
260,Julia ANDREEVA,RUS,5,2017 Grand Prix USA Ice Dance Free,Shibutani/Shibutani,USA,113.3
197,Alexei BELETSKI,ISR,6,2017 Grand Prix USA Ice Dance Free,Shibutani/Shibutani,USA,112.2
305,Sharon ROGERS,USA,7,2017 Grand Prix USA Ice Dance Free,Shibutani/Shibutani,USA,115.8
239,Akiko KOBAYASHI,JPN,8,2017 Grand Prix USA Ice Dance Free,Shibutani/Shibutani,USA,113.9
399,Weiguang CHEN,CHN,9,2017 Grand Prix USA Ice Dance Free,Shibutani/Shibutani,USA,116.2
21,Laimute KRAUZIENE,LTU,1,2017 Grand Prix USA Ice Dance Free,Cappellini/Lanotte,ITA,110.7
132,Jodi ABBOTT,CAN,2,2017 Grand Prix USA Ice Dance Free,Cappellini/Lanotte,ITA,108
345,Marta OLOZAGARRE,ESP,3,2017 Grand Prix USA Ice Dance Free,Cappellini/Lanotte,ITA,108.3
56,Isabella MICHELI,ITA,4,2017 Grand Prix USA Ice Dance Free,Cappellini/Lanotte,ITA,113.1
260,Julia ANDREEVA,RUS,5,2017 Grand Prix USA Ice Dance Free,Cappellini/Lanotte,ITA,105.7
197,Alexei BELETSKI,ISR,6,2017 Grand Prix USA Ice Dance Free,Cappellini/Lanotte,ITA,107.5
305,Sharon ROGERS,USA,7,2017 Grand Prix USA Ice Dance Free,Cappellini/Lanotte,ITA,101.6
239,Akiko KOBAYASHI,JPN,8,2017 Grand Prix USA Ice Dance Free,Cappellini/Lanotte,ITA,110.6
399,Weiguang CHEN,CHN,9,2017 Grand Prix USA Ice Dance Free,Cappellini/Lanotte,ITA,110.7
21,Laimute KRAUZIENE,LTU,1,2017 Grand Prix USA Ice Dance Free,Sinitsina/Katsalapov,RUS,112.1
132,Jodi ABBOTT,CAN,2,2017 Grand Prix USA Ice Dance Free,Sinitsina/Katsalapov,RUS,107.9
345,Marta OLOZAGARRE,ESP,3,2017 Grand Prix USA Ice Dance Free,Sinitsina/Katsalapov,RUS,103.5
56,Isabella MICHELI,ITA,4,2017 Grand Prix USA Ice Dance Free,Sinitsina/Katsalapov,RUS,104.4
260,Julia ANDREEVA,RUS,5,2017 Grand Prix USA Ice Dance Free,Sinitsina/Katsalapov,RUS,109.5
197,Alexei BELETSKI,ISR,6,2017 Grand Prix USA Ice Dance Free,Sinitsina/Katsalapov,RUS,110
305,Sharon ROGERS,USA,7,2017 Grand Prix USA Ice Dance Free,Sinitsina/Katsalapov,RUS,105.8
239,Akiko KOBAYASHI,JPN,8,2017 Grand Prix USA Ice Dance Free,Sinitsina/Katsalapov,RUS,105.7
399,Weiguang CHEN,CHN,9,2017 Grand Prix USA Ice Dance Free,Sinitsina/Katsalapov,RUS,107.5
21,Laimute KRAUZIENE,LTU,1,2017 Grand Prix USA Ice Dance Free,Gilles/Poirier,CAN,112.1
132,Jodi ABBOTT,CAN,2,2017 Grand Prix USA Ice Dance Free,Gilles/Poirier,CAN,107.9
345,Marta OLOZAGARRE,ESP,3,2017 Grand Prix USA Ice Dance Free,Gilles/Poirier,CAN,103.5
56,Isabella MICHELI,ITA,4,2017 Grand Prix USA Ice Dance Free,Gilles/Poirier,CAN,104.4
260,Julia ANDREEVA,RUS,5,2017 Grand Prix USA Ice Dance Free,Gilles/Poirier,CAN,109.5
197,Alexei BELETSKI,ISR,6,2017 Grand Prix USA Ice Dance Free,Gilles/Poirier,CAN,110
305,Sharon ROGERS,USA,7,2017 Grand Prix USA Ice Dance Free,Gilles/Poirier,CAN,105.8
239,Akiko KOBAYASHI,JPN,8,2017 Grand Prix USA Ice Dance Free,Gilles/Poirier,CAN,105.7
399,Weiguang CHEN,CHN,9,2017 Grand Prix USA Ice Dance Free,Gilles/Poirier,CAN,107.5
21,Laimute KRAUZIENE,LTU,1,2017 Grand Prix USA Ice Dance Free,Hawayek/Baker,USA,100
132,Jodi ABBOTT,CAN,2,2017 Grand Prix USA Ice Dance Free,Hawayek/Baker,USA,102.5
345,Marta OLOZAGARRE,ESP,3,2017 Grand Prix USA Ice Dance Free,Hawayek/Baker,USA,101.5
56,Isabella MICHELI,ITA,4,2017 Grand Prix USA Ice Dance Free,Hawayek/Baker,USA,105.3
260,Julia ANDREEVA,RUS,5,2017 Grand Prix USA Ice Dance Free,Hawayek/Baker,USA,98.8
197,Alexei BELETSKI,ISR,6,2017 Grand Prix USA Ice Dance Free,Hawayek/Baker,USA,100.3
305,Sharon ROGERS,USA,7,2017 Grand Prix USA Ice Dance Free,Hawayek/Baker,USA,105.4
239,Akiko KOBAYASHI,JPN,8,2017 Grand Prix USA Ice Dance Free,Hawayek/Baker,USA,97
399,Weiguang CHEN,CHN,9,2017 Grand Prix USA Ice Dance Free,Hawayek/Baker,USA,103.7
21,Laimute KRAUZIENE,LTU,1,2017 Grand Prix USA Ice Dance Free,Zagorski/Guerreiro,RUS,97.9
132,Jodi ABBOTT,CAN,2,2017 Grand Prix USA Ice Dance Free,Zagorski/Guerreiro,RUS,95.7
345,Marta OLOZAGARRE,ESP,3,2017 Grand Prix USA Ice Dance Free,Zagorski/Guerreiro,RUS,90.7
56,Isabella MICHELI,ITA,4,2017 Grand Prix USA Ice Dance Free,Zagorski/Guerreiro,RUS,98
260,Julia ANDREEVA,RUS,5,2017 Grand Prix USA Ice Dance Free,Zagorski/Guerreiro,RUS,99.1
197,Alexei BELETSKI,ISR,6,2017 Grand Prix USA Ice Dance Free,Zagorski/Guerreiro,RUS,96.7
305,Sharon ROGERS,USA,7,2017 Grand Prix USA Ice Dance Free,Zagorski/Guerreiro,RUS,90.1
239,Akiko KOBAYASHI,JPN,8,2017 Grand Prix USA Ice Dance Free,Zagorski/Guerreiro,RUS,94.9
399,Weiguang CHEN,CHN,9,2017 Grand Prix USA Ice Dance Free,Zagorski/Guerreiro,RUS,99.6
21,Laimute KRAUZIENE,LTU,1,2017 Grand Prix USA Ice Dance Free,Wang/Liu,CHN,93.8
132,Jodi ABBOTT,CAN,2,2017 Grand Prix USA Ice Dance Free,Wang/Liu,CHN,96
345,Marta OLOZAGARRE,ESP,3,2017 Grand Prix USA Ice Dance Free,Wang/Liu,CHN,92.9
56,Isabella MICHELI,ITA,4,2017 Grand Prix USA Ice Dance Free,Wang/Liu,CHN,91.3
260,Julia ANDREEVA,RUS,5,2017 Grand Prix USA Ice Dance Free,Wang/Liu,CHN,92.5
197,Alexei BELETSKI,ISR,6,2017 Grand Prix USA Ice Dance Free,Wang/Liu,CHN,96.6
305,Sharon ROGERS,USA,7,2017 Grand Prix USA Ice Dance Free,Wang/Liu,CHN,91.6
239,Akiko KOBAYASHI,JPN,8,2017 Grand Prix USA Ice Dance Free,Wang/Liu,CHN,88.6
399,Weiguang CHEN,CHN,9,2017 Grand Prix USA Ice Dance Free,Wang/Liu,CHN,101.6
21,Laimute KRAUZIENE,LTU,1,2017 Grand Prix USA Ice Dance Free,Muramoto/Reed,JPN,96.9
132,Jodi ABBOTT,CAN,2,2017 Grand Prix USA Ice Dance Free,Muramoto/Reed,JPN,97
345,Marta OLOZAGARRE,ESP,3,2017 Grand Prix USA Ice Dance Free,Muramoto/Reed,JPN,91.2
56,Isabella MICHELI,ITA,4,2017 Grand Prix USA Ice Dance Free,Muramoto/Reed,JPN,87.3
260,Julia ANDREEVA,RUS,5,2017 Grand Prix USA Ice Dance Free,Muramoto/Reed,JPN,94.4
197,Alexei BELETSKI,ISR,6,2017 Grand Prix USA Ice Dance Free,Muramoto/Reed,JPN,91.5
305,Sharon ROGERS,USA,7,2017 Grand Prix USA Ice Dance Free,Muramoto/Reed,JPN,93.1
239,Akiko KOBAYASHI,JPN,8,2017 Grand Prix USA Ice Dance Free,Muramoto/Reed,JPN,96.7
399,Weiguang CHEN,CHN,9,2017 Grand Prix USA Ice Dance Free,Muramoto/Reed,JPN,92.5
21,Laimute KRAUZIENE,LTU,1,2017 Grand Prix USA Ice Dance Free,Parsons/Parsons,USA,86.6
132,Jodi ABBOTT,CAN,2,2017 Grand Prix USA Ice Dance Free,Parsons/Parsons,USA,87.5
345,Marta OLOZAGARRE,ESP,3,2017 Grand Prix USA Ice Dance Free,Parsons/Parsons,USA,86.9
56,Isabella MICHELI,ITA,4,2017 Grand Prix USA Ice Dance Free,Parsons/Parsons,USA,80.7
260,Julia ANDREEVA,RUS,5,2017 Grand Prix USA Ice Dance Free,Parsons/Parsons,USA,88.5
197,Alexei BELETSKI,ISR,6,2017 Grand Prix USA Ice Dance Free,Parsons/Parsons,USA,86.6
305,Sharon ROGERS,USA,7,2017 Grand Prix USA Ice Dance Free,Parsons/Parsons,USA,90.8
239,Akiko KOBAYASHI,JPN,8,2017 Grand Prix USA Ice Dance Free,Parsons/Parsons,USA,88.1
399,Weiguang CHEN,CHN,9,2017 Grand Prix USA Ice Dance Free,Parsons/Parsons,USA,85.2
496,Ingrid Charlotte WOLTER,GER,1,2017 Grand Prix IDF Ice Dance Short,Papadakis/Cizeron,FRA,81
154,Igor DOLGUSHIN,RUS,2,2017 Grand Prix IDF Ice Dance Short,Papadakis/Cizeron,FRA,81
134,Richard DALLEY,USA,3,2017 Grand Prix IDF Ice Dance Short,Papadakis/Cizeron,FRA,82.6
20,David MOLINA,FRA,4,2017 Grand Prix IDF Ice Dance Short,Papadakis/Cizeron,FRA,82.8
143,Walter ZUCCARO,ITA,5,2017 Grand Prix IDF Ice Dance Short,Papadakis/Cizeron,FRA,80.5
534,Vera TAUCHMANOVA,CZE,6,2017 Grand Prix IDF Ice Dance Short,Papadakis/Cizeron,FRA,78.3
515,Albert ZAYDMAN,ISR,7,2017 Grand Prix IDF Ice Dance Short,Papadakis/Cizeron,FRA,82.8
191,Jean SENFT,CAN,8,2017 Grand Prix IDF Ice Dance Short,Papadakis/Cizeron,FRA,79.9
440,Malgorzata SOBKOW,POL,9,2017 Grand Prix IDF Ice Dance Short,Papadakis/Cizeron,FRA,81.3
496,Ingrid Charlotte WOLTER,GER,1,2017 Grand Prix IDF Ice Dance Short,Chock/Bates,USA,75.7
154,Igor DOLGUSHIN,RUS,2,2017 Grand Prix IDF Ice Dance Short,Chock/Bates,USA,72.6
134,Richard DALLEY,USA,3,2017 Grand Prix IDF Ice Dance Short,Chock/Bates,USA,77
20,David MOLINA,FRA,4,2017 Grand Prix IDF Ice Dance Short,Chock/Bates,USA,75.8
143,Walter ZUCCARO,ITA,5,2017 Grand Prix IDF Ice Dance Short,Chock/Bates,USA,70.1
534,Vera TAUCHMANOVA,CZE,6,2017 Grand Prix IDF Ice Dance Short,Chock/Bates,USA,73.2
515,Albert ZAYDMAN,ISR,7,2017 Grand Prix IDF Ice Dance Short,Chock/Bates,USA,71.9
191,Jean SENFT,CAN,8,2017 Grand Prix IDF Ice Dance Short,Chock/Bates,USA,73.1
440,Malgorzata SOBKOW,POL,9,2017 Grand Prix IDF Ice Dance Short,Chock/Bates,USA,73.1
496,Ingrid Charlotte WOLTER,GER,1,2017 Grand Prix IDF Ice Dance Short,Stepanova/Bukin,RUS,67.5
154,Igor DOLGUSHIN,RUS,2,2017 Grand Prix IDF Ice Dance Short,Stepanova/Bukin,RUS,75.4
134,Richard DALLEY,USA,3,2017 Grand Prix IDF Ice Dance Short,Stepanova/Bukin,RUS,69.7
20,David MOLINA,FRA,4,2017 Grand Prix IDF Ice Dance Short,Stepanova/Bukin,RUS,71.4
143,Walter ZUCCARO,ITA,5,2017 Grand Prix IDF Ice Dance Short,Stepanova/Bukin,RUS,65.4
534,Vera TAUCHMANOVA,CZE,6,2017 Grand Prix IDF Ice Dance Short,Stepanova/Bukin,RUS,66.1
515,Albert ZAYDMAN,ISR,7,2017 Grand Prix IDF Ice Dance Short,Stepanova/Bukin,RUS,72.5
191,Jean SENFT,CAN,8,2017 Grand Prix IDF Ice Dance Short,Stepanova/Bukin,RUS,70.3
440,Malgorzata SOBKOW,POL,9,2017 Grand Prix IDF Ice Dance Short,Stepanova/Bukin,RUS,70.4
496,Ingrid Charlotte WOLTER,GER,1,2017 Grand Prix IDF Ice Dance Short,Guignard/Fabbri,ITA,70.1
154,Igor DOLGUSHIN,RUS,2,2017 Grand Prix IDF Ice Dance Short,Guignard/Fabbri,ITA,69.2
134,Richard DALLEY,USA,3,2017 Grand Prix IDF Ice Dance Short,Guignard/Fabbri,ITA,68.9
20,David MOLINA,FRA,4,2017 Grand Prix IDF Ice Dance Short,Guignard/Fabbri,ITA,70.6
143,Walter ZUCCARO,ITA,5,2017 Grand Prix IDF Ice Dance Short,Guignard/Fabbri,ITA,70.9
534,Vera TAUCHMANOVA,CZE,6,2017 Grand Prix IDF Ice Dance Short,Guignard/Fabbri,ITA,68.4
515,Albert ZAYDMAN,ISR,7,2017 Grand Prix IDF Ice Dance Short,Guignard/Fabbri,ITA,70.9
191,Jean SENFT,CAN,8,2017 Grand Prix IDF Ice Dance Short,Guignard/Fabbri,ITA,70.7
440,Malgorzata SOBKOW,POL,9,2017 Grand Prix IDF Ice Dance Short,Guignard/Fabbri,ITA,68.3
496,Ingrid Charlotte WOLTER,GER,1,2017 Grand Prix IDF Ice Dance Short,Weaver/Poje,CAN,71.2
154,Igor DOLGUSHIN,RUS,2,2017 Grand Prix IDF Ice Dance Short,Weaver/Poje,CAN,71
134,Richard DALLEY,USA,3,2017 Grand Prix IDF Ice Dance Short,Weaver/Poje,CAN,67.7
20,David MOLINA,FRA,4,2017 Grand Prix IDF Ice Dance Short,Weaver/Poje,CAN,67.4
143,Walter ZUCCARO,ITA,5,2017 Grand Prix IDF Ice Dance Short,Weaver/Poje,CAN,69.3
534,Vera TAUCHMANOVA,CZE,6,2017 Grand Prix IDF Ice Dance Short,Weaver/Poje,CAN,63.4
515,Albert ZAYDMAN,ISR,7,2017 Grand Prix IDF Ice Dance Short,Weaver/Poje,CAN,71
191,Jean SENFT,CAN,8,2017 Grand Prix IDF Ice Dance Short,Weaver/Poje,CAN,64.5
440,Malgorzata SOBKOW,POL,9,2017 Grand Prix IDF Ice Dance Short,Weaver/Poje,CAN,66.2
496,Ingrid Charlotte WOLTER,GER,1,2017 Grand Prix IDF Ice Dance Short,Pogrebinsky/Benoit,USA,57
154,Igor DOLGUSHIN,RUS,2,2017 Grand Prix IDF Ice Dance Short,Pogrebinsky/Benoit,USA,58.4
134,Richard DALLEY,USA,3,2017 Grand Prix IDF Ice Dance Short,Pogrebinsky/Benoit,USA,62.6
20,David MOLINA,FRA,4,2017 Grand Prix IDF Ice Dance Short,Pogrebinsky/Benoit,USA,60.1
143,Walter ZUCCARO,ITA,5,2017 Grand Prix IDF Ice Dance Short,Pogrebinsky/Benoit,USA,59.8
534,Vera TAUCHMANOVA,CZE,6,2017 Grand Prix IDF Ice Dance Short,Pogrebinsky/Benoit,USA,62.6
515,Albert ZAYDMAN,ISR,7,2017 Grand Prix IDF Ice Dance Short,Pogrebinsky/Benoit,USA,59.7
191,Jean SENFT,CAN,8,2017 Grand Prix IDF Ice Dance Short,Pogrebinsky/Benoit,USA,63.9
440,Malgorzata SOBKOW,POL,9,2017 Grand Prix IDF Ice Dance Short,Pogrebinsky/Benoit,USA,59.6
496,Ingrid Charlotte WOLTER,GER,1,2017 Grand Prix IDF Ice Dance Short,Loboda/Drozd,RUS,61.8
154,Igor DOLGUSHIN,RUS,2,2017 Grand Prix IDF Ice Dance Short,Loboda/Drozd,RUS,64.6
134,Richard DALLEY,USA,3,2017 Grand Prix IDF Ice Dance Short,Loboda/Drozd,RUS,60.7
20,David MOLINA,FRA,4,2017 Grand Prix IDF Ice Dance Short,Loboda/Drozd,RUS,61.5
143,Walter ZUCCARO,ITA,5,2017 Grand Prix IDF Ice Dance Short,Loboda/Drozd,RUS,57.3
534,Vera TAUCHMANOVA,CZE,6,2017 Grand Prix IDF Ice Dance Short,Loboda/Drozd,RUS,59.3
515,Albert ZAYDMAN,ISR,7,2017 Grand Prix IDF Ice Dance Short,Loboda/Drozd,RUS,63.8
191,Jean SENFT,CAN,8,2017 Grand Prix IDF Ice Dance Short,Loboda/Drozd,RUS,55.8
440,Malgorzata SOBKOW,POL,9,2017 Grand Prix IDF Ice Dance Short,Loboda/Drozd,RUS,59
496,Ingrid Charlotte WOLTER,GER,1,2017 Grand Prix IDF Ice Dance Short,Abachkina/Thauron,FRA,56.7
154,Igor DOLGUSHIN,RUS,2,2017 Grand Prix IDF Ice Dance Short,Abachkina/Thauron,FRA,61.2
134,Richard DALLEY,USA,3,2017 Grand Prix IDF Ice Dance Short,Abachkina/Thauron,FRA,59.5
20,David MOLINA,FRA,4,2017 Grand Prix IDF Ice Dance Short,Abachkina/Thauron,FRA,60.6
143,Walter ZUCCARO,ITA,5,2017 Grand Prix IDF Ice Dance Short,Abachkina/Thauron,FRA,60
534,Vera TAUCHMANOVA,CZE,6,2017 Grand Prix IDF Ice Dance Short,Abachkina/Thauron,FRA,60.5
515,Albert ZAYDMAN,ISR,7,2017 Grand Prix IDF Ice Dance Short,Abachkina/Thauron,FRA,61.2
191,Jean SENFT,CAN,8,2017 Grand Prix IDF Ice Dance Short,Abachkina/Thauron,FRA,59.1
440,Malgorzata SOBKOW,POL,9,2017 Grand Prix IDF Ice Dance Short,Abachkina/Thauron,FRA,56.2
496,Ingrid Charlotte WOLTER,GER,1,2017 Grand Prix IDF Ice Dance Short,Kaliszek/Spodyriev,POL,55.8
154,Igor DOLGUSHIN,RUS,2,2017 Grand Prix IDF Ice Dance Short,Kaliszek/Spodyriev,POL,60.7
134,Richard DALLEY,USA,3,2017 Grand Prix IDF Ice Dance Short,Kaliszek/Spodyriev,POL,58
20,David MOLINA,FRA,4,2017 Grand Prix IDF Ice Dance Short,Kaliszek/Spodyriev,POL,59.3
143,Walter ZUCCARO,ITA,5,2017 Grand Prix IDF Ice Dance Short,Kaliszek/Spodyriev,POL,58.2
534,Vera TAUCHMANOVA,CZE,6,2017 Grand Prix IDF Ice Dance Short,Kaliszek/Spodyriev,POL,56
